frame_id,PHF,PHR,PFS,PS,PSP,PHP,flash,pattern
1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
11,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
12,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
14,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
15,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
21,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
22,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
26,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
27,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
29,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
30,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
31,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
32,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
34,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
35,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
36,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
37,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
38,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
39,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
40,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
42,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
43,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
44,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
45,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
46,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
47,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
51,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
52,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
53,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
54,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
55,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
56,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
57,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
58,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
66,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
67,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
68,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
69,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
70,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
71,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
72,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
73,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
74,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
75,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
76,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
77,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
78,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
79,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
80,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
81,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
82,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
83,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
84,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
85,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
86,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
87,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
88,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
89,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
90,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
91,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
92,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
93,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
94,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
95,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
