frame_id,PHF,PHR,PFS,PS,PSP,PHP,flash,pattern
1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
28,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
29,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
30,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
31,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
32,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
40,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
41,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
43,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
44,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
45,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
52,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
53,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
54,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
55,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
56,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
57,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
58,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
59,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
60,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
61,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
62,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
63,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
64,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
65,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
66,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
67,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
68,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
74,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
75,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
76,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
77,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
78,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
79,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
81,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
83,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
84,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
85,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
86,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
88,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
89,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
90,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
91,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
93,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
94,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
95,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
96,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
97,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
98,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
99,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
