clip_id,PHF,PHR,PFS,PS,PSP,PHP,flash,pattern
49_light_tunnel_04_clip_0000,1,0,1,1,1,1,0,1
49_light_tunnel_04_clip_0001,1,0,1,1,1,1,0,1
49_light_tunnel_04_clip_0002,1,0,0,1,1,1,0,1
49_light_tunnel_04_clip_0003,1,0,0,1,1,1,0,1
49_light_tunnel_04_clip_0004,1,0,1,1,1,1,0,1
49_light_tunnel_04_clip_0005,1,0,1,1,1,1,0,1
49_light_tunnel_04_clip_0006,1,0,1,1,1,1,0,1
49_light_tunnel_04_clip_0007,1,0,1,1,1,1,0,1
49_light_tunnel_04_clip_0008,1,0,0,1,1,1,0,1
49_light_tunnel_04_clip_0009,0,0,0,0,1,1,0,1
49_light_tunnel_04_clip_0010,1,0,1,1,1,1,0,1
49_light_tunnel_04_clip_0011,1,0,1,1,1,1,0,1
49_light_tunnel_04_clip_0012,1,0,1,1,1,1,0,1
49_light_tunnel_04_clip_0013,1,0,1,1,1,1,0,1
49_light_tunnel_04_clip_0014,1,0,1,1,1,1,0,1
49_light_tunnel_04_clip_0015,1,0,1,1,1,1,0,1
49_light_tunnel_04_clip_0016,1,0,1,1,1,0,0,1
49_light_tunnel_04_clip_0017,1,0,0,1,1,1,0,1
49_light_tunnel_04_clip_0018,0,0,0,0,1,1,0,1
