clip_id,PHF,PHR,PFS,PS,PSP,PHP,flash,pattern
11_fireworks_03_clip_0000,0,0,0,0,0,0,0,0
11_fireworks_03_clip_0001,1,0,0,1,1,0,1,0
11_fireworks_03_clip_0002,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0003,1,0,1,1,0,0,1,0
11_fireworks_03_clip_0004,1,0,1,1,1,0,1,0
11_fireworks_03_clip_0005,1,0,0,1,1,1,1,0
11_fireworks_03_clip_0006,0,0,0,0,0,0,0,0
11_fireworks_03_clip_0007,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0008,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0009,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0010,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0011,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0012,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0013,0,0,0,0,1,1,1,0
11_fireworks_03_clip_0014,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0015,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0016,0,0,0,0,1,0,1,0
11_fireworks_03_clip_0017,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0018,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0019,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0020,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0021,0,0,0,0,1,0,1,0
11_fireworks_03_clip_0022,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0023,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0024,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0025,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0026,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0027,1,0,0,1,1,1,1,0
11_fireworks_03_clip_0028,0,0,0,0,1,0,1,0
11_fireworks_03_clip_0029,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0030,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0031,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0032,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0033,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0034,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0035,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0036,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0037,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0038,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0039,0,0,0,0,1,0,1,0
11_fireworks_03_clip_0040,0,0,0,0,1,0,1,0
11_fireworks_03_clip_0041,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0042,0,0,0,0,0,0,0,0
11_fireworks_03_clip_0043,1,0,0,1,1,0,1,0
11_fireworks_03_clip_0044,0,0,0,0,1,0,1,0
11_fireworks_03_clip_0045,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0046,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0047,0,0,0,0,0,0,0,0
11_fireworks_03_clip_0048,0,0,0,0,0,0,0,0
11_fireworks_03_clip_0049,0,0,0,0,0,0,0,0
11_fireworks_03_clip_0050,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0051,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0052,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0053,1,0,0,1,1,0,1,0
11_fireworks_03_clip_0054,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0055,1,0,1,1,0,0,1,0
11_fireworks_03_clip_0056,0,0,0,0,1,0,1,0
11_fireworks_03_clip_0057,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0058,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0059,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0060,0,0,0,0,0,0,0,0
11_fireworks_03_clip_0061,0,0,0,0,0,0,0,0
11_fireworks_03_clip_0062,0,0,0,0,0,0,0,0
11_fireworks_03_clip_0063,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0064,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0065,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0066,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0067,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0068,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0069,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0070,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0071,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0072,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0073,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0074,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0075,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0076,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0077,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0078,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0079,1,0,1,1,0,0,1,0
11_fireworks_03_clip_0080,1,0,1,1,0,0,0,0
11_fireworks_03_clip_0081,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0082,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0083,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0084,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0085,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0086,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0087,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0088,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0089,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0090,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0091,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0092,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0093,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0094,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0095,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0096,0,0,0,0,0,0,0,0
11_fireworks_03_clip_0097,1,0,1,1,0,0,1,0
11_fireworks_03_clip_0098,1,0,1,1,0,0,1,0
11_fireworks_03_clip_0099,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0100,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0101,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0102,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0103,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0104,1,0,1,1,1,0,1,0
11_fireworks_03_clip_0105,1,0,1,1,0,0,1,0
11_fireworks_03_clip_0106,0,0,0,0,1,0,1,0
11_fireworks_03_clip_0107,0,0,0,0,1,1,1,0
11_fireworks_03_clip_0108,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0109,1,0,0,1,0,0,1,0
11_fireworks_03_clip_0110,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0111,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0112,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0113,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0114,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0115,0,0,0,0,0,0,1,0
11_fireworks_03_clip_0116,0,0,0,0,0,0,1,0
