clip_id,PHF,PHR,PFS,PS,PSP,PHP,flash,pattern
46_stage_lights_03_clip_0000,0,0,0,0,0,0,0,0
46_stage_lights_03_clip_0001,0,0,0,0,1,0,0,0
46_stage_lights_03_clip_0002,0,0,0,0,1,0,0,0
46_stage_lights_03_clip_0003,0,0,0,0,0,0,0,0
46_stage_lights_03_clip_0004,0,0,0,0,1,1,0,0
46_stage_lights_03_clip_0005,0,0,0,0,1,1,0,0
46_stage_lights_03_clip_0006,1,0,0,1,1,1,1,1
46_stage_lights_03_clip_0007,1,0,0,1,1,1,1,1
46_stage_lights_03_clip_0008,1,0,0,1,1,1,1,1
46_stage_lights_03_clip_0009,1,0,0,1,1,1,1,1
46_stage_lights_03_clip_0010,0,0,0,0,1,1,0,0
46_stage_lights_03_clip_0011,0,0,0,0,1,0,0,0
46_stage_lights_03_clip_0012,0,0,0,0,1,1,0,0
46_stage_lights_03_clip_0013,0,0,0,0,1,1,1,1
46_stage_lights_03_clip_0014,1,0,0,1,1,1,1,1
46_stage_lights_03_clip_0015,1,0,1,1,1,1,1,1
46_stage_lights_03_clip_0016,1,0,1,1,1,1,1,1
46_stage_lights_03_clip_0017,1,0,1,1,1,1,1,1
46_stage_lights_03_clip_0018,1,0,1,1,1,1,1,1
46_stage_lights_03_clip_0019,1,0,1,1,1,1,0,1
46_stage_lights_03_clip_0020,1,0,0,1,1,1,1,1
46_stage_lights_03_clip_0021,1,0,0,1,1,1,1,1
46_stage_lights_03_clip_0022,1,0,0,1,1,1,1,1
46_stage_lights_03_clip_0023,1,0,0,1,1,1,1,1
46_stage_lights_03_clip_0024,1,0,0,1,1,1,1,1
46_stage_lights_03_clip_0025,1,0,1,1,1,1,1,1
46_stage_lights_03_clip_0026,1,0,1,1,0,0,1,1
46_stage_lights_03_clip_0027,0,0,0,0,0,0,0,0
46_stage_lights_03_clip_0028,1,0,0,1,1,1,0,0
46_stage_lights_03_clip_0029,1,0,0,1,0,0,1,0
46_stage_lights_03_clip_0030,1,0,0,1,1,0,1,0
46_stage_lights_03_clip_0031,1,0,0,1,1,1,1,0
46_stage_lights_03_clip_0032,1,0,0,1,1,1,0,1
46_stage_lights_03_clip_0033,1,0,1,1,1,1,1,1
46_stage_lights_03_clip_0034,1,0,1,1,1,1,1,1
46_stage_lights_03_clip_0035,1,0,1,1,1,1,1,1
46_stage_lights_03_clip_0036,1,0,1,1,0,0,1,1
46_stage_lights_03_clip_0037,1,0,1,1,1,1,0,1
46_stage_lights_03_clip_0038,1,0,0,1,1,1,0,0
46_stage_lights_03_clip_0039,1,0,0,1,1,1,0,0
46_stage_lights_03_clip_0040,1,0,0,1,1,1,1,1
46_stage_lights_03_clip_0041,1,0,0,1,0,0,1,1
46_stage_lights_03_clip_0042,1,0,1,1,1,1,1,1
46_stage_lights_03_clip_0043,1,0,0,1,1,1,0,1
46_stage_lights_03_clip_0044,1,0,0,1,1,1,0,1
46_stage_lights_03_clip_0045,1,0,0,1,1,1,0,1
46_stage_lights_03_clip_0046,1,0,0,1,1,1,0,1
46_stage_lights_03_clip_0047,1,0,1,1,1,1,0,1
46_stage_lights_03_clip_0048,1,0,1,1,1,1,0,1
46_stage_lights_03_clip_0049,1,0,1,1,1,1,0,1
46_stage_lights_03_clip_0050,1,0,1,1,1,1,0,1
46_stage_lights_03_clip_0051,1,0,0,1,1,1,0,0
46_stage_lights_03_clip_0052,1,0,0,1,1,1,0,0
46_stage_lights_03_clip_0053,0,0,0,0,1,1,0,0
46_stage_lights_03_clip_0054,0,0,0,0,1,1,0,0
46_stage_lights_03_clip_0055,1,0,0,1,1,0,0,0
46_stage_lights_03_clip_0056,0,0,0,0,1,1,0,0
46_stage_lights_03_clip_0057,1,0,0,1,0,0,0,0
46_stage_lights_03_clip_0058,1,0,0,1,0,0,0,1
46_stage_lights_03_clip_0059,0,0,0,0,1,1,0,1
46_stage_lights_03_clip_0060,1,0,0,1,0,0,0,0
46_stage_lights_03_clip_0061,1,0,0,1,1,1,0,0
46_stage_lights_03_clip_0062,1,1,0,1,1,1,0,1
46_stage_lights_03_clip_0063,1,0,0,1,1,0,0,1
46_stage_lights_03_clip_0064,1,1,0,1,1,1,0,1
46_stage_lights_03_clip_0065,1,0,0,1,1,0,0,1
46_stage_lights_03_clip_0066,1,1,0,1,1,0,0,1
