frame_idx,PHF
1,True
2,True
3,True
4,False
5,True
6,True
7,True
8,True
9,True
10,True
11,False
12,False
13,False
14,True
15,True
16,True
17,False
18,True
19,False
20,False
21,False
22,True
23,True
24,True
25,False
26,True
27,False
28,False
29,False
30,True
31,True
32,True
33,False
34,True
35,False
36,False
37,False
38,True
39,True
40,True
41,False
42,True
43,True
44,True
45,True
46,False
47,True
48,True
49,True
50,False
51,True
52,False
53,False
54,False
55,True
56,False
57,False
58,False
59,False
60,True
61,False
62,False
63,True
64,True
65,True
66,True
67,True
68,True
69,True
70,False
71,True
72,True
73,False
74,False
75,False
76,True
77,True
78,True
79,False
80,True
81,False
82,False
83,False
84,True
85,True
86,True
87,False
88,True
89,False
90,False
91,False
92,True
93,True
94,True
95,False
96,True
97,False
98,False
99,False
100,True
101,True
102,True
103,False
104,True
105,True
106,False
107,True
108,True
109,True
110,True
111,True
112,True
113,True
114,True
115,True
116,False
117,False
118,True
119,False
120,False
121,True
122,False
123,False
124,False
125,False
126,False
127,False
128,False
129,False
130,False
131,True
132,True
133,False
134,True
135,False
136,False
137,False
138,True
139,True
140,False
141,False
142,True
143,False
144,False
145,False
146,True
147,True
148,False
149,False
150,True
151,False
152,False
153,False
154,True
155,True
156,False
157,False
158,True
159,False
160,False
161,False
162,False
163,False
164,False
165,False
166,False
167,False
168,False
169,True
170,True
171,True
172,True
173,True
174,True
175,True
176,True
177,True
178,False
179,True
180,True
181,True
182,False
183,False
184,False
185,True
186,False
187,False
188,False
189,True
190,False
191,False
192,True
193,True
194,False
195,False
196,True
197,False
198,False
199,False
200,True
201,True
202,False
203,False
204,True
205,False
206,False
207,False
208,True
209,True
210,False
211,False
212,True
213,False
214,False
215,False
216,True
217,True
218,False
219,False
220,True
221,False
222,False
223,False
224,False
225,False
226,False
227,False
228,False
229,False
230,False
231,True
232,False
233,False
234,False
235,True
236,False
237,True
238,True
239,True
240,False
241,True
242,True
243,True
244,False
245,True
246,True
247,True
248,True
249,True
250,True
251,False
252,False
253,False
254,True
255,True
256,False
257,False
258,True
259,False
260,False
261,False
262,True
263,True
264,False
265,False
266,True
267,False
268,False
269,False
270,True
271,True
272,False
273,False
274,True
275,False
276,False
277,False
278,True
279,True
280,False
281,False
282,False
283,False
284,True
285,False
286,False
287,True
288,True
289,False
290,False
291,False
292,False
293,False
294,False
295,False
296,False
297,False
298,True
299,False
300,False
301,True
302,False
303,True
304,True
305,True
306,True
307,True
308,True
309,True
310,True
311,True
312,True
313,False
314,False
315,False
316,True
317,True
318,False
319,False
320,True
321,False
322,False
323,False
324,True
325,True
326,False
327,False
328,True
329,False
330,False
331,False
332,True
333,True
334,False
335,False
336,True
337,False
338,False
339,False
340,True
341,True
342,False
343,False
344,True
345,False
346,True
347,True
348,True
349,False
350,True
351,True
352,True
353,True
354,True
355,True
356,False
357,False
358,False
359,True
360,False
361,False
362,False
363,False
364,False
365,False
366,False
367,False
368,False
369,False
370,False
371,True
372,True
373,False
374,True
375,False
376,False
377,False
378,True
379,True
380,False
381,False
382,True
383,False
384,False
385,False
386,True
387,True
388,False
389,False
390,True
391,False
392,False
393,False
394,True
395,True
396,False
397,False
398,True
399,False
400,False
401,False
402,False
403,False
404,True
405,False
406,False
407,True
408,True
409,True
410,True
411,True
412,True
413,True
414,False
415,True
416,True
417,True
418,False
419,True
420,True
421,True
422,False
423,False
424,False
425,False
426,False
427,True
428,False
429,False
430,False
431,False
432,True
433,True
434,False
435,False
436,True
437,False
438,False
439,False
440,True
