frame_idx,PHF
1,True
2,False
3,False
4,True
5,True
6,True
7,True
8,False
9,True
10,True
11,True
12,True
13,False
14,True
15,True
16,False
17,True
18,True
19,False
20,True
21,True
22,False
23,False
24,False
25,True
26,True
27,True
28,False
29,False
30,True
31,True
32,True
33,True
34,True
35,True
36,False
37,True
38,True
39,True
40,False
41,True
42,True
43,True
44,True
45,False
46,True
47,True
48,False
49,False
50,False
51,False
52,False
53,True
54,True
55,False
56,True
57,True
58,True
59,True
60,False
61,True
62,True
63,True
64,True
65,True
66,True
67,True
68,False
69,False
70,True
71,True
72,False
73,False
74,False
75,True
76,True
77,False
78,True
79,True
80,False
81,True
82,True
83,True
84,True
85,True
86,True
87,True
88,True
89,False
90,True
91,True
92,False
93,True
94,True
95,False
96,True
97,True
98,True
99,True
100,False
101,False
102,False
103,False
104,True
105,True
106,True
107,True
108,True
109,True
110,True
111,True
112,True
113,True
114,True
115,True
116,False
117,True
118,True
119,True
120,True
121,False
122,True
123,True
124,False
125,False
126,False
127,False
128,False
129,False
130,False
131,False
132,False
133,True
134,True
135,True
136,True
137,True
138,True
139,True
140,True
141,True
142,False
143,False
144,True
145,True
146,True
147,True
148,True
149,True
150,True
151,True
152,True
153,True
154,True
155,True
156,False
157,False
158,False
159,False
160,False
161,False
162,False
163,False
164,False
165,True
166,True
167,True
168,True
169,True
170,False
171,False
172,False
173,False
174,False
175,False
176,False
177,False
178,True
179,True
180,True
181,True
182,True
183,False
184,True
185,True
186,False
187,False
188,True
189,True
190,False
191,True
192,True
193,True
194,False
195,True
196,True
197,False
198,False
199,False
200,False
201,False
202,False
203,False
204,True
205,True
206,False
207,False
208,False
209,False
210,True
211,False
212,True
213,True
214,False
215,False
216,True
217,True
218,False
219,False
220,True
221,True
222,False
223,True
224,True
225,False
226,True
227,True
228,False
229,True
230,True
231,False
232,False
233,False
234,False
235,True
236,True
237,True
238,False
239,False
240,True
241,True
242,True
243,True
244,True
245,False
246,False
247,False
248,False
249,False
250,False
251,False
252,True
253,True
254,False
255,True
256,True
257,True
258,True
259,True
260,False
261,False
262,True
263,True
264,True
265,True
266,False
267,False
268,True
269,True
270,True
271,False
272,False
273,True
274,True
275,False
276,False
277,True
278,True
279,True
280,False
281,True
282,True
283,True
284,True
285,True
286,True
287,True
288,True
289,True
290,True
291,True
292,True
293,True
294,True
295,True
296,True
297,True
298,True
299,True
300,True
301,False
302,False
303,True
304,True
305,True
306,True
307,True
308,False
309,False
310,False
311,True
312,True
313,False
314,True
315,True
316,False
317,False
318,False
319,True
320,True
321,True
322,False
323,False
324,False
325,False
326,False
327,False
328,True
329,True
330,False
331,False
332,True
333,True
334,True
335,False
336,False
337,False
338,False
339,True
340,True
341,True
342,True
343,True
344,True
345,True
346,True
347,False
348,True
349,True
350,False
351,True
352,True
353,False
354,False
355,False
356,True
357,True
358,False
359,False
360,True
361,True
362,False
363,False
364,True
365,True
366,False
367,False
368,False
369,False
370,False
371,True
372,True
373,True
374,False
375,True
376,True
377,True
378,True
379,True
380,True
381,False
382,False
383,True
384,True
385,False
386,False
387,True
388,True
389,False
390,True
391,True
392,False
393,True
394,True
395,True
396,True
397,True
398,True
399,False
400,True
401,True
402,True
403,True
404,True
405,True
406,False
407,True
408,True
409,True
410,True
411,True
412,True
413,True
414,False
415,False
416,True
417,True
418,False
419,False
420,False
421,True
422,True
423,True
424,True
425,False
426,False
427,True
428,True
429,False
430,True
431,True
432,False
433,True
434,True
435,True
436,True
437,False
438,False
439,True
440,True
441,False
442,True
443,True
444,False
445,False
446,False
447,True
448,True
449,False
450,True
451,True
452,False
453,True
454,True
455,True
456,True
457,False
458,False
459,True
460,True
461,True
462,True
463,False
464,True
465,True
466,False
467,True
468,True
469,True
470,True
471,True
472,False
473,True
474,True
475,False
476,False
477,True
478,True
479,True
480,True
481,False
482,False
483,True
484,True
485,False
486,False
487,True
488,True
489,False
490,False
491,True
492,False
493,False
494,True
495,True
496,True
497,True
498,False
499,True
500,True
501,False
502,False
503,False
504,False
505,True
506,True
507,True
508,True
509,True
510,True
511,True
512,True
513,True
514,True
515,True
516,True
517,True
518,True
519,False
520,False
521,False
522,True
523,True
524,False
525,True
526,True
527,False
528,True
529,True
530,False
531,True
532,True
533,False
534,True
535,True
536,True
537,True
538,True
539,True
540,False
541,True
542,True
543,True
544,True
545,True
546,True
547,True
548,True
549,False
550,True
551,True
552,False
553,False
554,False
555,False
556,True
557,True
558,True
559,True
560,False
561,True
562,True
563,False
564,True
565,True
566,False
567,False
568,False
569,False
570,True
571,True
572,True
573,True
574,False
575,False
576,True
577,True
578,False
579,False
580,True
581,True
582,False
583,True
