frame_idx,PHF
1,False
2,True
3,True
4,True
5,True
6,False
7,False
8,False
9,False
10,True
11,True
12,True
13,False
14,True
15,True
16,False
17,False
18,False
19,False
20,False
21,True
22,True
23,False
24,False
25,False
26,True
27,True
28,False
29,True
30,True
31,True
32,True
33,False
34,True
35,True
36,True
37,True
38,True
39,True
40,True
41,False
42,True
43,False
44,True
45,True
46,True
47,True
48,False
49,False
50,False
51,True
52,True
53,False
54,False
55,False
56,False
57,True
58,True
59,False
60,False
61,False
62,False
63,False
64,False
65,False
66,False
67,True
68,False
69,False
70,True
71,True
72,False
73,True
74,True
75,True
76,False
77,True
78,True
79,False
80,False
81,False
82,False
83,False
84,False
85,False
86,False
87,False
88,False
89,False
90,False
91,False
92,True
93,True
94,True
95,False
96,False
97,True
98,False
99,False
100,False
101,True
102,True
103,True
104,False
105,False
106,True
107,True
108,False
109,True
110,True
111,True
112,True
113,False
114,True
115,True
116,False
117,True
118,False
119,True
120,True
121,False
122,False
123,False
124,False
125,True
126,True
127,True
128,False
129,True
130,True
131,False
132,False
133,False
134,False
135,False
136,False
137,True
138,True
139,True
140,True
141,True
142,True
143,True
144,True
145,False
146,False
147,False
148,False
149,False
150,False
151,True
152,False
153,False
154,False
155,False
156,False
157,False
158,True
159,True
160,True
161,True
162,True
163,False
164,True
165,True
166,True
167,True
168,False
169,False
170,False
171,False
172,False
173,False
174,False
175,False
176,False
177,False
178,False
179,False
180,False
181,False
182,True
183,True
184,False
185,True
186,True
187,True
188,True
189,True
190,False
191,False
192,False
193,False
194,False
195,True
196,True
197,True
198,True
199,False
200,False
201,False
202,True
203,True
204,False
205,False
206,True
207,True
208,True
209,True
210,True
211,True
212,False
213,False
214,True
215,True
216,False
217,False
218,True
219,True
220,False
221,False
222,True
223,True
224,False
225,True
226,True
227,False
228,False
229,True
230,True
231,True
232,True
233,True
234,False
