frame_idx,PHF
1,False
2,False
3,True
4,False
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,True
13,False
14,True
15,False
16,False
17,False
18,False
19,True
20,False
21,True
22,False
23,True
24,True
25,False
26,True
27,True
28,False
29,False
30,True
31,False
32,True
33,True
34,False
35,True
36,True
37,True
38,True
39,True
40,True
41,True
42,True
43,True
44,True
45,False
46,False
47,False
48,True
49,False
50,True
51,False
52,False
53,False
54,False
55,False
56,False
57,False
58,False
59,False
60,False
61,False
62,False
63,False
64,False
65,False
