frame_idx,PHF
1,False
2,False
3,False
4,False
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,False
13,False
14,False
15,False
16,False
17,True
18,False
19,False
20,False
21,False
22,False
23,False
24,False
25,False
26,False
27,False
28,True
29,True
30,True
31,True
32,True
33,False
34,False
35,False
36,False
37,False
38,False
39,False
40,True
41,True
42,True
43,True
44,True
45,True
46,False
47,False
48,False
49,False
50,False
51,True
52,True
53,True
54,True
55,True
56,True
57,True
58,True
59,True
60,True
61,True
62,True
63,True
64,True
65,True
66,True
67,True
68,True
69,False
70,False
71,False
72,False
73,False
74,True
75,True
76,True
77,False
78,True
79,True
80,False
81,False
82,False
83,True
84,True
85,True
86,True
87,False
88,True
89,True
90,False
91,False
92,False
93,True
94,True
95,True
96,True
97,True
98,True
99,False
100,True
101,False
102,True
103,True
104,True
105,True
106,True
107,True
108,True
109,True
110,False
111,False
112,False
113,True
114,True
115,True
116,True
117,True
118,True
119,False
120,False
121,False
122,True
123,True
124,True
125,True
126,True
127,True
128,False
129,False
130,False
131,True
132,True
133,True
134,True
135,True
136,True
137,True
138,True
139,False
140,True
141,True
142,True
143,True
144,True
145,True
146,True
147,True
148,False
149,True
150,True
151,True
152,True
153,True
154,True
155,True
156,True
157,True
158,True
159,False
160,True
161,True
162,True
163,True
164,True
165,True
166,False
167,True
168,True
169,True
170,True
171,True
172,True
173,True
174,True
175,True
176,True
177,True
178,True
179,True
180,True
181,True
182,False
183,False
184,False
185,True
186,True
187,True
188,True
189,True
190,True
191,True
192,True
193,True
194,False
195,True
196,True
197,True
198,True
199,False
200,True
201,True
202,False
203,True
204,True
205,False
206,True
207,True
208,False
209,True
210,True
211,False
212,True
213,True
214,True
215,True
216,True
217,True
218,True
219,False
220,False
221,False
222,False
223,False
224,False
225,False
226,False
227,False
228,False
229,False
230,False
231,False
232,False
233,False
234,False
235,False
236,False
237,False
238,False
239,False
240,False
241,False
242,False
243,False
244,False
245,False
246,False
247,False
248,False
249,False
250,False
251,False
252,False
253,False
254,False
255,False
256,False
257,False
258,False
259,False
260,False
261,False
262,False
263,False
264,False
265,False
266,False
267,False
268,False
269,False
270,False
271,False
272,False
273,False
274,False
275,False
276,False
277,False
278,False
279,False
280,False
281,False
282,False
283,False
284,False
285,False
286,False
287,False
288,False
289,False
290,False
291,False
292,False
293,False
294,False
295,False
296,False
297,False
298,False
299,False
300,False
301,False
302,False
303,False
304,False
305,False
306,True
307,True
308,True
309,False
310,True
311,False
312,False
313,True
314,True
315,True
316,False
317,True
318,True
319,False
320,False
321,True
322,True
323,False
324,True
325,True
326,False
327,True
328,True
329,False
330,True
331,True
332,True
333,False
334,False
335,True
336,True
337,False
338,True
339,True
340,True
341,True
342,False
343,True
344,True
345,False
346,True
347,True
348,True
349,True
350,True
351,True
352,False
353,True
354,True
355,True
356,True
357,True
358,True
359,False
360,True
361,True
362,True
363,True
364,True
365,True
366,False
367,False
368,False
369,True
370,True
371,True
372,True
373,False
374,True
375,True
376,True
377,True
378,False
379,False
380,False
381,True
382,True
383,True
384,True
385,False
386,True
387,False
388,True
389,True
390,True
391,True
392,False
393,True
394,True
395,True
396,True
397,True
398,True
399,False
400,True
401,True
402,True
403,True
404,False
405,True
406,False
407,True
408,True
409,True
410,True
411,False
412,True
413,True
414,True
415,True
416,False
417,True
418,True
419,True
420,True
421,False
422,True
423,True
424,True
425,True
426,False
427,True
428,True
429,True
430,True
431,False
432,True
433,True
434,False
435,True
436,True
437,False
438,False
439,False
440,True
441,True
442,False
443,True
444,True
445,False
446,True
447,True
448,False
449,True
450,True
451,False
452,True
453,True
454,False
455,True
456,True
457,True
458,False
459,True
460,True
461,False
462,False
463,True
464,True
465,True
466,True
467,True
468,True
469,True
470,False
471,False
472,False
473,False
474,False
475,False
476,False
477,False
478,False
479,False
480,False
481,False
482,False
483,False
484,False
485,False
486,False
487,False
488,False
489,False
490,False
491,False
492,False
493,False
494,False
495,False
496,False
497,False
498,False
499,False
500,False
501,False
502,False
503,False
504,False
505,False
