frame_idx,PHF
1,False
2,False
3,False
4,True
5,False
6,False
7,False
8,False
9,False
10,False
11,True
12,True
13,True
14,True
15,True
16,True
17,False
18,False
19,True
20,False
21,False
22,True
23,True
24,False
25,False
26,False
27,False
28,False
29,True
30,True
31,True
32,True
33,False
34,True
35,True
36,True
37,True
38,True
39,False
40,True
41,False
42,True
43,False
44,False
45,True
46,True
47,True
48,True
49,True
50,True
51,False
52,True
53,True
54,True
55,True
56,True
57,True
58,False
59,False
60,False
61,False
62,True
63,True
64,True
65,True
66,True
67,True
68,False
69,True
70,True
71,True
72,False
73,False
74,False
75,False
76,True
77,True
78,True
79,False
80,False
81,False
82,False
83,False
84,False
85,False
86,False
87,True
88,False
89,False
90,False
91,False
92,False
93,True
94,True
95,False
96,False
97,False
98,False
99,False
100,False
101,False
102,True
103,False
104,False
105,False
106,False
107,False
108,False
109,True
110,False
111,True
112,False
113,False
114,False
115,True
116,False
117,False
118,True
119,False
120,False
121,False
122,False
123,False
124,False
125,True
126,True
127,True
128,False
129,True
130,True
131,False
132,False
133,False
134,False
135,True
136,False
137,True
138,False
139,False
140,False
141,True
142,True
143,False
144,False
145,False
146,True
147,False
148,False
149,True
150,True
151,False
152,True
153,True
154,True
155,False
156,True
157,True
158,False
159,False
160,False
161,True
162,True
163,True
164,True
165,True
166,True
167,True
168,True
169,True
170,True
171,False
172,True
173,True
174,True
175,False
176,False
177,False
178,False
179,True
180,True
181,False
182,False
183,True
184,True
185,False
186,False
187,True
188,True
189,True
190,True
191,True
192,True
193,True
194,True
195,True
196,False
197,True
198,True
199,True
200,False
201,True
202,True
203,True
204,False
205,True
206,True
207,True
208,True
209,False
210,True
211,True
212,True
213,True
214,False
215,True
216,True
217,True
218,True
219,False
220,False
221,False
222,False
223,True
224,True
225,False
226,False
227,True
228,False
229,False
230,False
231,False
232,False
233,False
234,False
235,False
236,False
237,True
238,False
239,False
240,False
241,False
242,False
243,False
244,False
245,False
246,False
247,False
248,False
249,False
250,False
251,False
252,False
253,False
254,False
255,True
256,False
257,False
258,False
259,False
260,True
261,False
262,False
263,False
264,False
265,False
266,False
267,False
268,False
269,True
270,False
271,False
272,False
273,True
274,True
275,False
276,False
277,False
278,False
279,False
280,False
281,True
282,True
283,True
284,False
285,True
286,True
287,True
288,False
289,False
290,False
291,False
292,True
293,True
294,True
295,False
296,False
297,False
298,False
299,False
